car name;price;engine_capacity;cylinder;horse_power;top_speed;seats;brand;country
Subaru WRX 2021 2.5T STi Standard;AED 130,000;2.5;4;300;250;5 Seater;subaru;uae
Chevrolet Traverse 2021 3.6L LT (FWD);AED 130,300;3.6;6;310;208;8 Seater;chevrolet;uae
Hongqi HS5 2021 2.0T Comfort;AED 124,950;2;4;224;210;5 Seater;hongqi;uae
Mitsubishi Pajero 2021 3.8L GLS 5 Door high;AED 130,000;3.8;6;250;200;7 Seater;mitsubishi;uae
Changan CS95 2022 2.0T Royal (7-Seater) AWD;AED 130,000;2;4;233;190;7 Seater;changan;uae
Dodge Charger 2021 3.6L GT;AED 129,900;3.6;6;300;210;5 Seater;dodge;uae
Toyota Land Cruiser Prado 2021 (3 Door) 2.7L GXR;AED 129,900;2.7;4;160;170;5 Seater;toyota;uae
Borgward BX7 2021 2.0T AWD Ultimate (7-Seater);AED 131,250;2;4;224;206;7 Seater;borgward;uae
Mitsubishi Montero Sport 2021 3.0L GLS (4WD) premium;AED 130,000;3;6;215;182;7 Seater;mitsubishi;uae
Jeep Grand Cherokee 2021 3.6L Laredo 4x2;AED 129,900;3.6;6;290;190;5 Seater;jeep;uae
Toyota Previa 2021 2.4L S;AED 132,200;2.4;4;168;185;8 Seater;toyota;uae
Citroen SpaceTourer 2021 2.0T Business Lounge;AED 133,900;2;4;150;185;8 Seater;citroen;uae
Peugeot 3008 2021 1.6T GT;AED 139,900;1.6;4;181;222;5 Seater;peugeot;uae
Mazda CX-9 2021 2.5T GT (AWD);AED 135,000;2.5;4;230;210;7 Seater;mazda;uae
Haval H9 2021 Super Dignity;AED 134,900;2;4;248;200;7 Seater;haval;uae
Kia Stinger 2021 2.0T (255 PS);AED 132,900;2;4;251;240;5 Seater;kia;uae
Honda Odyssey J 2021 2.4 EX V;AED 134,900;2.4;4;172;170;7 Seater;honda;uae
Mazda CX-5 2021 2.5L GTX (AWD);AED 133,000;2.5;4;188;210;5 Seater;mazda;uae
Kia Cadenza 2021 3.5L MPI Top;AED 135,000;3.5;6;290;230;5 Seater;kia;uae
Nissan Altima 2021 2.0 Turbo SL;AED 133,900;2;4;248;220;5 Seater;nissan;uae
BMW X2 2021 sDrive20i;AED 136,500;2;4;189;180;5 Seater;bmw;uae
Skoda Superb 2021 2.0 TSI L&K (AWD);AED 135,000;2;4;268;250;5 Seater;skoda;uae
Toyota Land Cruiser Prado 2021 2.7L EXR;AED 135,900;2.7;4;164;170;7 Seater;toyota;uae
Toyota Hiace 2021 3.5L high roof commuter (13 seater);AED 136,900;3.5;4;277;160;13 Seater;toyota;uae
Subaru Outback 2021 3.6L R-S EyeSight AWD;AED 135,000;3.6;6;257;235;5 Seater;subaru;uae
Peugeot 5008 2021 1.6T GT Line;AED 139,900;1.6;4;180;219;7 Seater;peugeot;uae
Kia Cadenza 2021 3.3L GDi Top;AED 138,000;3.3;6;284;235;5 Seater;kia;uae
Nissan Maxima 2021 3.5L SV;AED 141,500;3.5;6;300;211;5 Seater;nissan;uae
Toyota Hilux 2021 4.0L Adventure (4x4);AED 143,000;4;6;235;170;5 Seater;toyota;uae
Mini Hatch 2021 3-Door Cooper;AED 140,000;1.5;3;136;210;4 Seater;mini;uae
Audi Q3 2021 35 TFSI (150 HP);AED 143,640;1.4;4;150;206;5 Seater;audi;uae
Skoda Kodiaq 2021 1.4 TSI Sport line (7-seater);AED 140,000;1.4;4;150;194;7 Seater;skoda;uae
Peugeot 508 2021 1.6T GT;AED 139,900;1.6;4;225;220;5 Seater;peugeot;uae
Toyota Land Cruiser Pick Up 2021 4.0L Double Cab;AED 141,750;4;6;228;180;6 Seater;toyota;uae
Toyota Land Cruiser Prado 2021 2.7L GXR;AED 144,900;2.7;4;164;170;7 Seater;toyota;uae
Infiniti Q30 2021 2.0T Premium;AED 145,000;2;4;208;230;5 Seater;infiniti;uae
Toyota Previa 2021 2.4L SE;AED 144,800;2.4;4;168;185;7 Seater;toyota;uae
RAM 1500 2021 5.7L Sport (Regular Cab);AED 145,900;5.7;8;395;175;5 Seater;ram;uae
Ford Transit 2021 3.7L 150XL (Low Roof);AED 144,795;3.7;6;275;158;2 Seater;ford;uae
Dodge Charger 2021 3.6L GTS;AED 144,900;3.6;6;300;210;5 Seater;dodge;uae
Mini Hatch 2021 5-Door Cooper;AED 145,000;1.5;3;136;207;5 Seater;mini;uae
Mazda CX-5 2021 2.5L 100th Anniversary;AED 145,000;2.5;4;188;210;5 Seater;mazda;uae
GMC Terrain Denali 2021 2.0T (AWD);AED 144,200;2;4;252;200;5 Seater;gmc;uae
Jeep Grand Cherokee 2021 3.6L Laredo;AED 144,900;3.6;6;290;190;5 Seater;jeep;uae
Ford Explorer 2021 2.3L EcoBoost XLT (Base Option) AWD;AED 148,271;2.3;4;300;180;7 Seater;ford;uae
Infiniti Q50 2021 3.0T Luxe;AED 150,000;3;6;300;250;5 Seater;infiniti;uae
Volvo XC40 2021 2.0T T4 FWD Momentum;AED 149,900;2;4;190;230;5 Seater;volvo;uae
Chevrolet Silverado 2021 6.6L WT (Heavy Duty);AED 150,400;6.6;8;401;180;6 Seater;chevrolet;uae
Mercedes-Benz A-class Sedan 2021 200;AED 149,799;0;4;163;230;5 Seater;mercedes-benz;uae
Ford Transit 2021 3.7L 150XL (Medium Roof);AED 146,895;3.7;6;275;158;2 Seater;ford;uae
Toyota Fortuner 2021 4.0L GXR;AED 147,000;4;6;235;187;7 Seater;toyota;uae
Chevrolet Camaro Coupe 2021 3.6L 1LT;AED 152,600;3.6;6;335;250;4 Seater;chevrolet;uae
Volkswagen Tiguan 2021 2.0 TSI Life;AED 113,835;2;4;180;220;5 Seater;volkswagen;uae
Toyota Land Cruiser Pick Up 2021 4.0L Single Cab;AED 151,200;4;6;228;180;3 Seater;toyota;uae
Toyota Land Cruiser Pick Up 2021 4.0L Hard Top;AED 150,700;4;6;228;180;5 Seater;toyota;uae
Audi Q3 2021 35 TFSI Advanced (150 HP);AED 150,570;1.4;4;150;206;5 Seater;audi;uae
Nissan Patrol Safari 2021 Safari M/T Hard Top;AED 153,000;4.8;6;280;190;7 Seater;nissan;uae
Volkswagen Tiguan 2021 2.0 TSI Elegance;AED 124,411;2;4;180;220;5 Seater;volkswagen;uae
Dodge Charger 2021 5.7L R/T;AED 154,900;5.7;8;370;250;5 Seater;dodge;uae
Dodge Durango 2021 3.6L GT(RWD);AED 154,900;3.6;6;295;197;7 Seater;dodge;uae
Genesis G70 2021 2.0T Premium;AED 155,500;2;4;252;240;5 Seater;genesis;uae
Audi Q3 2021 40 TFSI (180 HP);AED 155,610;2;4;180;206;5 Seater;audi;uae
Volvo XC40 2021 2.0T T5 FWD Momentum;AED 154,900;2;4;247;230;5 Seater;volvo;uae
Skoda Kodiaq 2021 2.0 TSI Sport line (AWD) 7-seater;AED 157,000;2;4;180;207;7 Seater;skoda;uae
Chevrolet Silverado 2021 5.3 V8 Trail Boss;AED 157,100;5.3;8;355;172;6 Seater;chevrolet;uae
Chevrolet Traverse 2021 3.6L LT Full Option (FWD);AED 155,700;3.6;6;310;208;8 Seater;chevrolet;uae
Infiniti Q50 2021 3.0T Sensory;AED 160,000;3;6;300;250;5 Seater;infiniti;uae
Jeep Wrangler Unlimited 2021 3.6L V6 Sport;AED 159,900;3.6;6;285;185;5 Seater;jeep;uae
Lexus UX 200 2021 Premier;AED 160,000;2;4;169;180;4 Seater;lexus;uae
Dodge Durango 2021 3.6L GT Black Top (RWD);AED 159,900;3.6;6;290;197;7 Seater;dodge;uae
Audi Q3 2021 35 TFSI S-line (150 HP);AED 159,075;1.4;4;150;206;5 Seater;audi;uae
Volkswagen Golf GTI 2021 2.0T P1 Full option;AED 139,835;2;4;245;210;5 Seater;volkswagen;uae
Toyota Land Cruiser Prado 2021 2.7L VXR;AED 159,900;2.7;4;164;170;7 Seater;toyota;uae
Toyota Land Cruiser Prado 2021 4.0L EXR;AED 159,900;4;6;271;200;7 Seater;toyota;uae
Nissan Patrol Safari 2021 Safari A/T Hard Top;AED 159,000;4.8;6;280;190;7 Seater;nissan;uae
Mazda CX-9 2021 2.5T Ignite Edition (AWD);AED 160,000;2.5;4;230;210;7 Seater;mazda;uae
Chevrolet Traverse 2021 3.6L Premium (FWD);AED 163,800;3.6;6;310;208;8 Seater;chevrolet;uae
Audi A4 2021 35 TFSI Advanced (150 HP);AED 164,325;2;4;150;225;5 Seater;audi;uae
Dodge Charger 2021 5.7L Daytona 392;AED 164,900;5.7;8;375;250;5 Seater;dodge;uae
Toyota Fortuner 2021 4.0L VXR;AED 162,000;4;6;235;187;7 Seater;toyota;uae
Ford Explorer 2021 2.3L EcoBoost XLT (Mid Option) AWD;AED 161,545;2.3;4;300;180;7 Seater;ford;uae
Ford Ranger 2021 3.2L Wild Trak 4X4;AED 164,745;3.2;5;200;175;5 Seater;ford;uae
Audi Q3 2021 40 TFSI Advanced (180 HP);AED 162,540;2;4;180;206;5 Seater;audi;uae
GMC Acadia 2021 3.6L SLT1 (FWD);AED 160,300;3.6;6;310;210;7 Seater;gmc;uae
Volvo S60 2021 2.0T T4 Inscription;AED 164,900;2;4;190;220;5 Seater;volvo;uae
Mitsubishi Pajero 2021 3.0L GLS 5 Door Signature Edition;AED 168,000;3;6;177;180;7 Seater;mitsubishi;uae
Volvo XC40 2021 2.0T T4 R Design;AED 169,900;2;4;190;230;5 Seater;volvo;uae
Mazda CX-9 2021 2.5T Signature Edition (AWD);AED 169,000;2.5;4;230;210;7 Seater;mazda;uae
Audi A4 2021 35 TFSI S-line (150 HP);AED 168,210;2;4;150;225;5 Seater;audi;uae
Toyota Hilux 2021 4.0L Adventure X (4x4);AED 167,000;4;6;235;170;5 Seater;toyota;uae
Audi Q3 Sportback 2021 40 TFSI (180 HP);AED 167,475;2;4;180;206;5 Seater;audi;uae
Nissan Patrol Safari 2021 Safari M/T;AED 169,900;4.8;6;280;190;7 Seater;nissan;uae
Mitsubishi Pajero 2021 3.8L 5 Door Signature Edition;AED 174,000;3.8;6;243;180;7 Seater;mitsubishi;uae
Nissan Patrol Safari 2021 Super Safari M/T Hard Top;AED 171,000;4.8;6;280;190;7 Seater;nissan;uae
Jeep Grand Cherokee 2021 3.6L Limited;AED 169,900;3.6;6;290;190;5 Seater;jeep;uae
Infiniti Q50 2021 3.0T Sport;AED 170,000;3;6;300;250;5 Seater;infiniti;uae
Mazda CX-9 2021 2.5T 100th Anniversary;AED 174,000;2.5;4;230;210;7 Seater;mazda;uae
Audi Q3 2021 40 TFSI S-line (180 HP);AED 170,940;2;4;180;206;5 Seater;audi;uae
Audi A4 2021 40 TFSI Advanced (190 HP);AED 174,090;2;4;190;240;5 Seater;audi;uae
Ford Transit 2021 3.7L 250XL (High Roof);AED 171,045;3.7;6;275;155;2 Seater;ford;uae
Volvo XC60 2021 2.0T T5 FWD Momentum;AED 174,900;2;4;254;220;5 Seater;volvo;uae
Kia Stinger 2021 3.3T AWD Full Option (370 PS);AED 175,000;3.3;6;365;270;5 Seater;kia;uae
Chrysler 300S 2021 5.7L V8 Luxury;AED 174,900;5.7;8;363;234;5 Seater;chrysler;uae
Toyota Land Cruiser Prado 2021 4.0L VXR;AED 174,900;4;6;271;200;7 Seater;toyota;uae
Mercedes-Benz GLA 2021 250 4MATIC;AED 175,000;2;4;211;230;5 Seater;mercedes-benz;uae
Toyota FJ Cruiser 2021 4.0L GXR;AED 175,500;4;6;270;180;5 Seater;toyota;uae
Dodge Charger 2021 5.7L R/T Highline;AED 174,900;5.7;8;370;250;5 Seater;dodge;uae
Volvo XC40 2021 2.0T T5 AWD R Design;AED 174,900;2;4;250;230;5 Seater;volvo;uae
Infiniti QX50 2021 2.0T Luxe (FWD);AED 175,000;2;4;268;230;5 Seater;infiniti;uae
Lexus UX 200 2021 F Sport Prestige;AED 175,000;2;4;169;180;4 Seater;lexus;uae
Jeep Wrangler 2021 3.6L V6 Sahara (2-Door);AED 176,900;3.6;6;285;180;4 Seater;jeep;uae
Audi S3 Sedan 2021 2.0 TFSI quattro (290 HP);AED 177,345;2;4;290;250;5 Seater;audi;uae
Audi A4 2021 40 TFSI S-line (190 HP);AED 177,975;2;4;190;240;5 Seater;audi;uae
Ford Mustang 2021 2.3L EcoBoost Fastback Premium;AED 178,395;2.3;4;310;240;4 Seater;ford;uae
Nissan Patrol Safari 2021 Super Safari A/T Hard Top;AED 176,000;4.8;6;280;190;7 Seater;nissan;uae
Nissan Patrol Safari 2021 Safari A/T;AED 176,500;4.8;6;280;190;7 Seater;nissan;uae
Toyota Supra 2021 2.0T GR;AED 179,900;2;4;255;250;2 Seater;toyota;uae
Chevrolet Silverado 2021 6.6L LT (Heavy Duty);AED 182,600;6.6;8;401;180;6 Seater;chevrolet;uae
Jeep Grand Cherokee 2021 3.6L Trailhawk;AED 179,000;3.6;6;290;190;5 Seater;jeep;uae
Lexus IS 2021 300 Premier;AED 180,000;2;4;241;230;5 Seater;lexus;uae
Alfa Romeo Stelvio 2021 Super;AED 179,000;2;4;280;230;5 Seater;alfa-romeo;uae
Ford Explorer 2021 2.3L EcoBoost Limited AWD;AED 179,395;2.3;4;300;180;7 Seater;ford;uae
Chevrolet Camaro Coupe 2021 3.6L 3LT;AED 179,700;3.6;6;335;250;4 Seater;chevrolet;uae
Infiniti QX50 2021 2.0T Luxe (AWD);AED 185,000;2;4;268;230;5 Seater;infiniti;uae
Volvo S60 2021 2.0T T5 R Design;AED 184,900;2;4;254;240;5 Seater;volvo;uae
Mercedes-Benz C-Class Coupe 2021 C 200;AED 185,000;2;4;204;245;4 Seater;mercedes-benz;uae
Volvo S60 2021 2.0T T5 Inscription (AWD);AED 184,900;1.7;4;250;240;5 Seater;volvo;uae
Mini Hatch 2021 3-Door Cooper S;AED 184,000;2;4;192;235;4 Seater;mini;uae
Volvo S90 2021 T5 FWD Momentum;AED 184,900;2;4;254;230;5 Seater;volvo;uae
Volkswagen Golf GTI 2021 2.0T P2 Full option;AED 160,364;2;4;245;210;5 Seater;volkswagen;uae
Ford Transit 2021 3.7L 350XL (High Roof) Extended Length;AED 186,795;3.7;6;275;155;2 Seater;ford;uae
Mini Hatch 2021 5-Door Cooper S;AED 187,450;2;4;192;235;5 Seater;mini;uae
Audi Q3 Sportback 2021 40 TFSI S-line (180 HP);AED 185,325;2;4;180;206;5 Seater;audi;uae
Audi A6 2021 40 TFSI (190 HP);AED 189,630;2;4;190;233;5 Seater;audi;uae
Jeep Wrangler Unlimited 2021 3.6L V6 Sahara;AED 189,900;3.6;6;285;185;5 Seater;jeep;uae
Dodge Challenger 2021 3.6L Supertrack S;AED 189,500;3.6;6;305;200;5 Seater;dodge;uae
Lexus UX 200 2021 F Sport Platinum;AED 195,000;2;4;169;180;4 Seater;lexus;uae
Toyota Land Cruiser Prado 2021 4.0L Adventure;AED 189,900;4;6;271;200;7 Seater;toyota;uae
Mini Countryman 2021 Cooper;AED 194,000;1.5;3;136;200;5 Seater;mini;uae
Jeep Wrangler 2021 3.6L V6 Rubicon X (2-Door);AED 192,900;3.6;6;285;180;4 Seater;jeep;uae
Chevrolet Suburban 2021 5.3L LS 4WD;AED 194,900;5.3;8;355;175;9 Seater;chevrolet;uae
Chevrolet Silverado 2021 5.3 V8 LTZ;AED 192,900;5.3;8;355;180;6 Seater;chevrolet;uae
Dodge Charger 2021 6.4L R/T Scatpack;AED 195,900;6.4;8;485;281;5 Seater;dodge;uae
GMC Acadia Denali 2021 3.6L V6 (AWD);AED 192,200;3.6;6;310;210;7 Seater;gmc;uae
Lexus NX 2021 300 Premier;AED 190,000;2;4;235;200;5 Seater;lexus;uae
Toyota Supra 2021 3.0T GR;AED 199,000;3;6;382;250;2 Seater;toyota;uae
Audi A6 2021 45 TFSI Special Edition (245 HP);AED 199,080;2;4;245;250;5 Seater;audi;uae
Chevrolet Traverse 2021 3.6L High Country (AWD);AED 198,400;3.6;6;310;208;8 Seater;chevrolet;uae
Audi A4 2021 45 TFSI quattro Design (252 HP);AED 199,000;2;4;252;250;5 Seater;audi;uae
Mini Clubman 2021 Cooper S;AED 197,700;2;4;192;228;5 Seater;mini;uae
Nissan Patrol Safari 2021 Super Safari M/T;AED 196,000;4.8;6;280;190;7 Seater;nissan;uae
Jeep Grand Cherokee 2021 3.6L Summit;AED 203,000;3.6;6;290;190;5 Seater;jeep;uae
Ford Explorer 2021 3.3L Limited V6 Hybrid (AWD);AED 203,080;3.3;6;318;237;7 Seater;ford;uae
Volvo XC60 2021 2.0T T5 AWD R Design;AED 199,900;2;4;254;220;5 Seater;volvo;uae
Audi A5 Coupe 2021 40 TFSI Advanced (190 HP);AED 204,650;2;4;190;240;4 Seater;audi;uae
Toyota FJ Cruiser 2021 4.0L Adventure X;AED 200,300;4;6;275;180;5 Seater;toyota;uae
Lincoln Nautilus 2021 2.0T (250 Hp);AED 204,645;2;6;250;230;5 Seater;lincoln;uae
BMW 1 Series 2021 120i;AED 200,500;1.6;4;177;222;5 Seater;bmw;uae
Audi A5 Sportback 2021 40 TFSI Advanced (190 HP);AED 203,500;2;4;190;240;5 Seater;audi;uae
Toyota Supra 2021 3.0T Blue Limited Edition;AED 204,900;3;6;382;250;2 Seater;toyota;uae
Nissan Patrol Safari 2021 Super Safari A/T;AED 199,900;4.8;6;280;190;7 Seater;nissan;uae
Lexus ES 2021 250 Platinum;AED 205,000;2.5;4;204;207;5 Seater;lexus;uae
Mini Hatch 2021 John Cooper Works (3-Door);AED 207,500;2;4;231;246;4 Seater;mini;uae
Jeep Wrangler Unlimited 2021 3.6L V6 Rubicon X;AED 207,900;3.6;6;285;185;5 Seater;jeep;uae
Chevrolet Silverado 2021 6.6L LTZ (Heavy Duty);AED 207,900;6.6;8;401;180;6 Seater;chevrolet;uae
Lexus ES 2021 350 Premier;AED 205,000;3.5;6;302;230;5 Seater;lexus;uae
BMW 2 Series Grand Coupe 2021 218i;AED 205,000;1.5;3;136;210;4 Seater;bmw;uae
Lexus ES 2021 300h Premier;AED 210,000;2.5;4;215;230;5 Seater;lexus;uae
Audi A5 Coupe 2021 40 TFSI S-line (190 HP);AED 212,200;2;4;190;240;4 Seater;audi;uae
Audi A5 Sportback 2021 40 TFSI S-Line (190 HP);AED 211,050;2;4;190;240;5 Seater;audi;uae
Audi Q5 2021 45 TFSI quattro Sport;AED 210,420;2;4;252;237;5 Seater;audi;uae
Nissan Patrol Safari 2021 Super Safari A/T + Winch;AED 208,000;4.8;6;280;190;7 Seater;nissan;uae
Audi Q5 2021 45 TFSI quattro Design;AED 210,360;2;4;252;237;5 Seater;audi;uae
Chevrolet Camaro Coupe 2021 6.2L SS (A/T);AED 215,700;6.2;8;455;250;4 Seater;chevrolet;uae
RAM 1500 2021 5.7L Rebel (Double Cab);AED 216,000;5.7;8;395;175;5 Seater;ram;uae
Mercedes-Benz SLC 2021 300;AED 220,000;2;4;245;250;2 Seater;mercedes-benz;uae
Lexus IS 2021 350 F-Sport Prestige;AED 215,000;3.5;6;311;235;5 Seater;lexus;uae
Toyota Land Cruiser 2021 4.0L EXR;AED 215,900;4;6;271;200;8 Seater;toyota;uae
Mini Countryman 2021 Cooper S ALL4;AED 217,700;2;4;192;225;5 Seater;mini;uae
Lexus ES 2021 300h Premier Plus;AED 215,000;2.5;4;215;230;5 Seater;lexus;uae
Mini Convertible 2021 John Cooper Works;AED 215,000;2;4;231;225;4 Seater;mini;uae
RAM 1500 2021 5.7L Rebel one (Double Cab);AED 215,900;5.7;8;395;175;5 Seater;ram;uae
Lexus NX 2021 300 Platinum;AED 215,000;2;4;235;200;5 Seater;lexus;uae
Lexus ES 2021 350 Prestige;AED 225,000;3.5;6;302;230;5 Seater;lexus;uae
Volvo XC60 2021 T6 AWD Inscription;AED 225,900;2;4;320;230;5 Seater;volvo;uae
Volvo XC90 2021 2.0T T5 AWD Momentum;AED 224,900;2;4;254;240;5 Seater;volvo;uae
Volvo XC60 2021 2.0T T6 AWD Inscription;AED 225,900;2;4;320;230;5 Seater;volvo;uae
Infiniti QX50 2021 2.0T Autograph (AWD);AED 230,000;2;4;268;230;5 Seater;infiniti;uae
Porsche 718 2021 Cayman;AED 229,300;2;4;300;275;2 Seater;porsche;uae
Audi A6 2021 45 TFSI Quattro (245 HP);AED 234,045;2;4;245;250;5 Seater;audi;uae
Lexus RX 2021 450h Premier;AED 230,000;3.5;6;308;180;5 Seater;lexus;uae
Chevrolet Silverado 2021 6.2L V8 High Country;AED 225,900;6.2;8;420;200;5 Seater;chevrolet;uae
Land Rover Defender 2021 90 SE Base (P300);AED 231,105;2;4;300;191;5 Seater;land-rover;uae
Lexus NX 2021 300 F Sport Platinum;AED 230,000;2;4;235;200;5 Seater;lexus;uae
Lincoln Nautilus 2021 2.7T V6 Select (335 Hp);AED 230,895;2.7;6;335;250;5 Seater;lincoln;uae
Lexus RC 2021 350 F Sport;AED 240,000;3.5;6;314;230;4 Seater;lexus;uae
Mercedes-Benz E-Class Coupe 2021 E 200;AED 235,000;2;4;184;240;4 Seater;mercedes-benz;uae
Volvo XC90 2021 2.0T T5 AWD R Design;AED 239,900;2;4;254;240;7 Seater;volvo;uae
Toyota Land Cruiser 2021 4.6L EXR;AED 239,900;4.6;8;304;200;8 Seater;toyota;uae
Land Rover Discovery Sport 2021 2.0T SE (AWD);AED 236,040;2;4;200;207;5 Seater;land-rover;uae
Lexus RX 2021 450h Prestige Limited;AED 245,000;3.5;6;308;180;5 Seater;lexus;uae
Land Rover Defender 2021 110 S (P300);AED 247,905;2;4;300;191;5 Seater;land-rover;uae
Porsche 718 2021 Boxster;AED 243,400;2;4;300;275;2 Seater;porsche;uae
Lexus RX 2021 350 Prestige;AED 245,000;3.5;6;296;200;5 Seater;lexus;uae
Lexus IS 2021 350 F-Sport;AED 245,000;3.5;6;311;230;5 Seater;lexus;uae
GMC Sierra Denali 2021 6.2L Crew Cab (AWD);AED 248,400;6.2;8;420;180;5 Seater;gmc;uae
Mini Clubman 2021 John Cooper Works ALL4;AED 246,000;2;4;306;250;5 Seater;mini;uae
Land Rover Defender 2021 90 SE (P300);AED 253,890;2;4;300;191;5 Seater;land-rover;uae
RAM 1500 2021 5.7L Limited (Double Cab);AED 255,900;5.7;8;395;175;5 Seater;ram;uae
Mercedes-Benz E-Class Cabriolet 2021 E 200;AED 250,000;2;4;184;235;4 Seater;mercedes-benz;uae
Jaguar XE 2021 2.0T R-Dynamic (250 PS);AED 256,935;2;4;250;250;5 Seater;jaguar;uae
Lexus GX 2021 460 Premier;AED 250,000;4.6;8;292;177;7 Seater;lexus;uae
Lexus ES 2021 300h Platinum;AED 255,000;2.5;4;215;230;5 Seater;lexus;uae
Audi A6 2021 45 TFSI Design Quattro (245 HP);AED 254,520;2;4;245;250;5 Seater;audi;uae
Jaguar F-Pace 2021 2.0T SE (250 PS);AED 251,790;2;4;246;217;5 Seater;jaguar;uae
Mercedes-Benz A 45 AMG 2021 2.0T 4MATIC;AED 249,900;2;4;381;250;5 Seater;mercedes-benz;uae
Mercedes-Benz GLC Coupe 2021 250 4MATIC;AED 250,000;2;4;211;222;5 Seater;mercedes-benz;uae
Lexus RX 2021 450h L Prestige (6 Seats);AED 260,000;3.5;6;308;180;6 Seater;lexus;uae
Toyota Land Cruiser 2021 4.0L GXR GT;AED 261,000;4;6;271;200;8 Seater;toyota;uae
Mercedes-Benz CLA-Class 2021 CLA 45 S AMG 4MATIC+;AED 265,000;2;4;421;250;5 Seater;mercedes-benz;uae
Toyota Land Cruiser 2021 5.7L EXR;AED 259,900;5.7;8;362;220;8 Seater;toyota;uae
Volvo XC90 2021 2.0T T6 AWD R Design;AED 269,900;2;4;320;240;7 Seater;volvo;uae
Audi A4 2021 S4 (354 HP);AED 274,050;3;4;354;250;5 Seater;audi;uae
Mini Countryman 2021 John Cooper Works ALL4;AED 269,100;2;4;306;260;5 Seater;mini;uae
Ford Expedition 2021 3.5L EcoBoost Platinum;AED 273,995;3.5;6;400;190;8 Seater;ford;uae
Lexus GS 2021 350 Platinum;AED 270,000;3.5;6;311;230;5 Seater;lexus;uae
Mercedes-Benz GLE-Class 2021 450 4MATIC;AED 275,000;3;6;367;250;5 Seater;mercedes-benz;uae
Mercedes-Benz AMG GT 4-Door Coupe 2021 45 4MATIC+;AED 275,000;3;6;367;270;4 Seater;mercedes-benz;uae
Jaguar F-Pace 2021 2.0T R-Sport (250 PS);AED 269,745;2;4;246;217;5 Seater;jaguar;uae
Porsche 718 2021 Cayman S;AED 269,200;2.5;4;350;285;2 Seater;porsche;uae
Mercedes-Benz SLC 2021 43 AMG;AED 270,900;3;6;367;250;2 Seater;mercedes-benz;uae
Porsche 718 2021 Boxster S;AED 283,200;2.5;4;350;285;2 Seater;porsche;uae
Land Rover Range Rover Velar 2021 2.0L S (250 PS);AED 280,140;2;4;250;217;5 Seater;land-rover;uae
Lexus GS 2021 450h F-Sport;AED 280,000;3.5;6;341;250;5 Seater;lexus;uae
Lexus GS 2021 350 F-Sport;AED 280,000;3.5;6;311;230;5 Seater;lexus;uae
Jeep Grand Cherokee 2021 SRT8;AED 279,900;6.4;8;470;250;5 Seater;jeep;uae
BMW 4 Series Coupe 2021 420i;AED 282,100;2;4;184;236;4 Seater;bmw;uae
Audi A6 2021 55 TFSI Quattro (340 HP);AED 275,415;3;4;340;250;5 Seater;audi;uae
Jaguar XF 2021 2.0T R-Dynamic HSE (250 PS);AED 282,450;2;4;250;244;5 Seater;jaguar;uae
Lexus RX 2021 350 Platinum;AED 285,000;3.5;6;296;200;5 Seater;lexus;uae
Lincoln Continental 2021 3.0T Reserve;AED 283,395;3;6;400;250;5 Seater;lincoln;uae
Mercedes-Benz GLC-Class 2021 43 AMG 4MATIC;AED 285,000;3;6;367;250;5 Seater;mercedes-benz;uae
Ford Expedition 2021 3.5L EcoBoost (Turath Special Edition);AED 286,181;3.5;6;400;190;8 Seater;ford;uae
Toyota Land Cruiser 2021 4.6L GXR GT;AED 286,500;4.6;8;304;200;8 Seater;toyota;uae
Mercedes-Benz GLC Coupe 2021 300 4MATIC;AED 289,000;2;4;245;236;5 Seater;mercedes-benz;uae
Chevrolet Camaro Coupe 2021 6.2L ZL1;AED 291,100;6.2;8;650;250;4 Seater;chevrolet;uae
Audi A7 Sportback 2021 45 TFSI quattro (245 HP);AED 283,710;2;6;245;250;5 Seater;audi;uae
Mercedes-Benz E-Class Coupe 2021 E 300;AED 285,000;2;4;245;250;4 Seater;mercedes-benz;uae
Lexus RX 2021 450h F Sport;AED 285,000;3.5;6;308;180;5 Seater;lexus;uae
Audi Q7 2021 55 TFSI quattro S-line (340 HP);AED 307,020;3;6;340;250;5 Seater;audi;uae
Lexus RX 2021 450h L Platinum (6 Seats);AED 295,000;3.5;6;308;180;6 Seater;lexus;uae
Lexus GX 2021 460 Platinum;AED 295,000;4.6;8;292;177;7 Seater;lexus;uae
Lexus RX 2021 450h L Platinum (7 Seats);AED 295,000;3.5;6;308;180;7 Seater;lexus;uae
Mercedes-Benz E-Class Cabriolet 2021 E 300;AED 295,000;2;4;245;250;4 Seater;mercedes-benz;uae
Land Rover Defender 2021 90 HSE (P400);AED 300,090;3;6;400;208;5 Seater;land-rover;uae
Audi A6 2021 55 TFSI Design Quattro (340 HP);AED 295,995;3;4;340;250;5 Seater;audi;uae
Audi Q8 2021 55 TFSI quattro (340 HP);AED 318,885;3;6;340;250;5 Seater;audi;uae
Jaguar F-Type Coupe 2021 2.0T (300 PS);AED 317,310;2;4;300;250;2 Seater;jaguar;uae
Audi S5 Coupe 2021 3.0 TFSI quattro (354 HP);AED 310,550;3;6;354;250;4 Seater;audi;uae
Audi A7 Sportback 2021 55 TFSI quattro (340 HP);AED 319,830;3;6;340;250;5 Seater;audi;uae
